IMG_ID,Class
./data3/anxiousPluto/frame0.jpg,0
./data3/anxiousPluto/frame105.jpg,0
./data3/anxiousPluto/frame130.jpg,0
./data3/anxiousPluto/frame114.jpg,0
./data3/anxiousPluto/frame133.jpg,0
./data3/anxiousPluto/frame14.jpg,0
./data3/anxiousPluto/frame131.jpg,0
./data3/anxiousPluto/frame151.jpg,0
./data3/anxiousPluto/frame126.jpg,0
./data3/anxiousPluto/frame156.jpg,0
./data3/anxiousPluto/frame174.jpg,0
./data3/anxiousPluto/frame182.jpg,0
./data3/anxiousPluto/frame187.jpg,0
./data3/anxiousPluto/frame190.jpg,0
./data3/anxiousPluto/frame194.jpg,0
./data3/anxiousPluto/frame2.jpg,0
./data3/anxiousPluto/frame209.jpg,0
./data3/anxiousPluto/frame210.jpg,0
./data3/anxiousPluto/frame214.jpg,0
./data3/anxiousPluto/frame22.jpg,0
./data3/anxiousPluto/frame226.jpg,0
./data3/anxiousPluto/frame229.jpg,0
./data3/anxiousPluto/frame230.jpg,0
./data3/anxiousPluto/frame234.jpg,0
./data3/anxiousPluto/frame241.jpg,0
./data3/anxiousPluto/frame236.jpg,0
./data3/anxiousPluto/frame247.jpg,0
./data3/anxiousPluto/frame257.jpg,0
./data3/anxiousPluto/frame261.jpg,0
./data3/anxiousPluto/frame265.jpg,0
./data3/anxiousPluto/frame268.jpg,0
./data3/anxiousPluto/frame271.jpg,0
./data3/anxiousPluto/frame3.jpg,0
./data3/anxiousPluto/frame34.jpg,0
./data3/anxiousPluto/frame4.jpg,0
./data3/anxiousPluto/frame42.jpg,0
./data3/anxiousPluto/frame45.jpg,0
./data3/anxiousPluto/frame46.jpg,0
./data3/anxiousPluto/frame51.jpg,0
./data3/anxiousPluto/frame56.jpg,0
./data3/anxiousPluto/frame72.jpg,0
./data3/anxiousPluto/frame75.jpg,0
./data3/anxiousPluto/frame77.jpg,0
./data3/anxiousPluto/frame79.jpg,0
./data3/anxiousPluto/frame88.jpg,0
./data3/anxiousPluto/frame97.jpg,0
./data3/notAnxiousPluto/IMG_0605.JPG,1
./data3/notAnxiousPluto/IMG_0600.JPG,1
./data3/notAnxiousPluto/IMG_0607.JPG,1
./data3/notAnxiousPluto/IMG_0608.JPG,1
./data3/notAnxiousPluto/IMG_0586.JPG,1
./data3/notAnxiousPluto/IMG_0589.JPG,1
./data3/notAnxiousPluto/IMG_0585.JPG,1
./data3/notAnxiousPluto/IMG_0580.JPG,1
./data3/notAnxiousPluto/IMG_0587.JPG,1
./data3/notAnxiousPluto/IMG_0573.JPG,1
./data3/notAnxiousPluto/IMG_0588.JPG,1
./data3/notAnxiousPluto/IMG_0578.JPG,1
./data3/notAnxiousPluto/IMG_0583.JPG,1
./data3/notAnxiousPluto/IMG_0570.JPG,1
./data3/notAnxiousPluto/IMG_0575.JPG,1
./data3/notAnxiousPluto/IMG_0584.JPG,1
./data3/notAnxiousPluto/IMG_0569.JPG,1
./data3/notAnxiousPluto/IMG_0572.JPG,1
./data3/notAnxiousPluto/IMG_0581.JPG,1
./data3/notAnxiousPluto/IMG_0574.JPG,1
./data3/notAnxiousPluto/IMG_0576.JPG,1
./data3/notAnxiousPluto/IMG_0563.JPG,1
./data3/notAnxiousPluto/IMG_0601.JPG,1
./data3/notAnxiousPluto/IMG_0609.JPG,1
./data3/notAnxiousPluto/IMG_0568.JPG,1
./data3/notAnxiousPluto/IMG_0603.JPG,1
./data3/notAnxiousPluto/IMG_0598.JPG,1
./data3/notAnxiousPluto/IMG_0594.JPG,1
./data3/notAnxiousPluto/IMG_0592.JPG,1
./data3/notAnxiousPluto/IMG_0597.JPG,1
./data3/notAnxiousPluto/IMG_0591.JPG,1
./data3/notAnxiousPluto/IMG_0593.JPG,1
./data3/notAnxiousPluto/IMG_0566.JPG,1
./data3/notAnxiousPluto/IMG_0565.JPG,1
./data3/notAnxiousPluto/IMG_5417.JPEG,1
./data3/notAnxiousPluto/IMG_5419.JPEG,1
./data3/notAnxiousPluto/IMG_5416.JPEG,1
./data3/notAnxiousPluto/IMG_5414.JPEG,1
./data3/notAnxiousPluto/IMG_5422.JPEG,1
./data3/notAnxiousPluto/IMG_5421.JPEG,1
./data3/notAnxiousPluto/IMG_5424.JPEG,1
./data3/notAnxiousPluto/IMG_5426.JPEG,1
./data3/notAnxiousPluto/IMG_0555.jpg,1
./data3/notAnxiousPluto/IMG_0548.JPG,1
./data3/notAnxiousPluto/IMG_0547.JPG,1
./data3/notAnxiousPluto/IMG_0551.JPG,1
./data3/notAnxiousPluto/IMG_0553.JPG,1
./data3/notAnxiousPluto/IMG_0550.JPG,1
./data3/notAnxiousPluto/IMG_0663.JPG,1
./data3/notAnxiousPluto/IMG_0664.JPG,1
./data3/notAnxiousPluto/IMG_0665.JPG,1
./data3/notAnxiousPluto/IMG_0666.JPG,1
./data3/notAnxiousPluto/IMG_0667.JPG,1
./data3/notAnxiousPluto/IMG_0668.JPG,1
./data3/notAnxiousPluto/IMG_0669.JPG,1
./data3/notAnxiousPluto/IMG_0670.JPG,1
./data3/notAnxiousPluto/IMG_0672.JPG,1
./data3/notAnxiousPluto/IMG_0673.JPG,1
./data3/notAnxiousPluto/IMG_0674.JPG,1
./data3/notAnxiousPluto/IMG_0675.JPG,1
./data3/notAnxiousPluto/IMG_0676.JPG,1
./data3/notAnxiousPluto/IMG_0677.JPG,1
./data3/notAnxiousPluto/IMG_0678.JPG,1
./data3/notAnxiousPluto/IMG_0679.JPG,1
./data3/notAnxiousPluto/IMG_0680.JPG,1
./data3/notAnxiousPluto/IMG_0681.JPG,1
./data3/notAnxiousPluto/IMG_0682.JPG,1
./data3/notAnxiousPluto/IMG_0683.JPG,1
./data3/notAnxiousPluto/IMG_0684.JPG,1
./data3/notAnxiousPluto/IMG_0685.JPG,1
./data3/notAnxiousPluto/IMG_0686.JPG,1
./data3/notAnxiousPluto/IMG_0687.JPG,1
./data3/notAnxiousPluto/IMG_0688.JPG,1
./data3/notAnxiousPluto/IMG_0689.JPG,1
./data3/notAnxiousPluto/IMG_0690.JPG,1
