IMG_ID,Class
./data/anxiousPluto/frame0.jpg,0
./data/anxiousPluto/frame1.jpg,0
./data/anxiousPluto/frame101.jpg,0
./data/anxiousPluto/frame102.jpg,0
./data/anxiousPluto/frame105.jpg,0
./data/anxiousPluto/frame108.jpg,0
./data/anxiousPluto/frame111.jpg,0
./data/anxiousPluto/frame112.jpg,0
./data/anxiousPluto/frame113.jpg,0
./data/anxiousPluto/frame114.jpg,0
./data/anxiousPluto/frame116.jpg,0
./data/anxiousPluto/frame118.jpg,0
./data/anxiousPluto/frame119.jpg,0
./data/anxiousPluto/frame12.jpg,0
./data/anxiousPluto/frame121.jpg,0
./data/anxiousPluto/frame125.jpg,0
./data/anxiousPluto/frame126.jpg,0
./data/anxiousPluto/frame128.jpg,0
./data/anxiousPluto/frame129.jpg,0
./data/anxiousPluto/frame130.jpg,0
./data/anxiousPluto/frame131.jpg,0
./data/anxiousPluto/frame133.jpg,0
./data/anxiousPluto/frame14.jpg,0
./data/anxiousPluto/frame15.jpg,0
./data/anxiousPluto/frame150.jpg,0
./data/anxiousPluto/frame151.jpg,0
./data/anxiousPluto/frame152.jpg,0
./data/anxiousPluto/frame156.jpg,0
./data/anxiousPluto/frame167.jpg,0
./data/anxiousPluto/frame173.jpg,0
./data/anxiousPluto/frame174.jpg,0
./data/anxiousPluto/frame178.jpg,0
./data/anxiousPluto/frame179.jpg,0
./data/anxiousPluto/frame180.jpg,0
./data/anxiousPluto/frame182.jpg,0
./data/anxiousPluto/frame183.jpg,0
./data/anxiousPluto/frame184.jpg,0
./data/anxiousPluto/frame187.jpg,0
./data/anxiousPluto/frame188.jpg,0
./data/anxiousPluto/frame190.jpg,0
./data/anxiousPluto/frame191.jpg,0
./data/anxiousPluto/frame192.jpg,0
./data/anxiousPluto/frame194.jpg,0
./data/anxiousPluto/frame195.jpg,0
./data/anxiousPluto/frame196.jpg,0
./data/anxiousPluto/frame2.jpg,0
./data/anxiousPluto/frame206.jpg,0
./data/anxiousPluto/frame208.jpg,0
./data/anxiousPluto/frame209.jpg,0
